,지점명,판매물품
734,압구정미소,스타벅스 돌체 라떼
735,압구정미소,에스프레소
736,압구정미소,자바 칩 프라푸치노
737,압구정미소,망고 바나나 블렌디드
738,압구정미소,잉글리쉬 브렉퍼스트 티
739,압구정미소,허니 얼 그레이 밀크 티
740,GS타워,콜드 브루
741,GS타워,오늘의 커피
742,GS타워,카페 아메리카노
743,GS타워,카라멜 마키아또
744,GS타워,스타벅스 돌체 라떼
745,GS타워,에스프레소
746,GS타워,자바 칩 프라푸치노
747,GS타워,망고 바나나 블렌디드
748,GS타워,잉글리쉬 브렉퍼스트 티
749,GS타워,허니 얼 그레이 밀크 티
750,삼성현대힐,콜드 브루
751,삼성현대힐,오늘의 커피
752,삼성현대힐,카페 아메리카노
753,삼성현대힐,카라멜 마키아또
754,삼성현대힐,스타벅스 돌체 라떼
755,삼성현대힐,에스프레소
756,삼성현대힐,자바 칩 프라푸치노
757,삼성현대힐,망고 바나나 블렌디드
758,삼성현대힐,잉글리쉬 브렉퍼스트 티
759,삼성현대힐,허니 얼 그레이 밀크 티
760,선정릉역,콜드 브루
761,선정릉역,오늘의 커피
762,선정릉역,카페 아메리카노
763,선정릉역,카라멜 마키아또
764,선정릉역,스타벅스 돌체 라떼
765,선정릉역,에스프레소
766,선정릉역,자바 칩 프라푸치노
767,선정릉역,망고 바나나 블렌디드
768,선정릉역,잉글리쉬 브렉퍼스트 티
769,선정릉역,허니 얼 그레이 밀크 티
770,학여울역,콜드 브루
771,학여울역,오늘의 커피
772,학여울역,카페 아메리카노
773,학여울역,카라멜 마키아또
774,학여울역,스타벅스 돌체 라떼
775,학여울역,에스프레소
776,학여울역,자바 칩 프라푸치노
777,학여울역,망고 바나나 블렌디드
778,학여울역,잉글리쉬 브렉퍼스트 티
779,학여울역,허니 얼 그레이 밀크 티
780,아크플레이스,콜드 브루
781,아크플레이스,오늘의 커피
782,아크플레이스,카페 아메리카노
783,아크플레이스,카라멜 마키아또
784,아크플레이스,스타벅스 돌체 라떼
785,아크플레이스,에스프레소
786,아크플레이스,자바 칩 프라푸치노
787,아크플레이스,망고 바나나 블렌디드
788,아크플레이스,잉글리쉬 브렉퍼스트 티
789,아크플레이스,허니 얼 그레이 밀크 티
790,포이,콜드 브루
791,포이,오늘의 커피
792,포이,카페 아메리카노
793,포이,카라멜 마키아또
794,포이,스타벅스 돌체 라떼
795,포이,에스프레소
796,포이,자바 칩 프라푸치노
797,포이,망고 바나나 블렌디드
798,포이,잉글리쉬 브렉퍼스트 티
799,포이,허니 얼 그레이 밀크 티
800,대치역,콜드 브루
801,대치역,오늘의 커피
802,대치역,카페 아메리카노
803,대치역,카라멜 마키아또
804,대치역,스타벅스 돌체 라떼
805,대치역,에스프레소
806,대치역,자바 칩 프라푸치노
807,대치역,망고 바나나 블렌디드
808,대치역,잉글리쉬 브렉퍼스트 티
809,대치역,허니 얼 그레이 밀크 티
810,강남구청역,콜드 브루
811,강남구청역,오늘의 커피
812,강남구청역,카페 아메리카노
813,강남구청역,카라멜 마키아또
814,강남구청역,스타벅스 돌체 라떼
815,강남구청역,에스프레소
816,강남구청역,자바 칩 프라푸치노
817,강남구청역,망고 바나나 블렌디드
818,강남구청역,잉글리쉬 브렉퍼스트 티
819,강남구청역,허니 얼 그레이 밀크 티
820,큰길타워,콜드 브루
821,큰길타워,오늘의 커피
822,큰길타워,카페 아메리카노
823,큰길타워,카라멜 마키아또
824,큰길타워,스타벅스 돌체 라떼
825,큰길타워,에스프레소
826,큰길타워,자바 칩 프라푸치노
827,큰길타워,망고 바나나 블렌디드
828,큰길타워,잉글리쉬 브렉퍼스트 티
829,큰길타워,허니 얼 그레이 밀크 티
830,구역삼사거리,콜드 브루
831,구역삼사거리,오늘의 커피
832,구역삼사거리,카페 아메리카노
833,구역삼사거리,카라멜 마키아또
834,구역삼사거리,스타벅스 돌체 라떼
835,구역삼사거리,에스프레소
836,구역삼사거리,자바 칩 프라푸치노
837,구역삼사거리,망고 바나나 블렌디드
838,구역삼사거리,잉글리쉬 브렉퍼스트 티
839,구역삼사거리,허니 얼 그레이 밀크 티
840,압구정로,콜드 브루
841,압구정로,오늘의 커피
842,압구정로,카페 아메리카노
843,압구정로,카라멜 마키아또
844,압구정로,스타벅스 돌체 라떼
845,압구정로,에스프레소
846,압구정로,자바 칩 프라푸치노
847,압구정로,망고 바나나 블렌디드
848,압구정로,잉글리쉬 브렉퍼스트 티
849,압구정로,허니 얼 그레이 밀크 티
850,압구정역,콜드 브루
851,압구정역,오늘의 커피
852,압구정역,카페 아메리카노
853,압구정역,카라멜 마키아또
854,압구정역,스타벅스 돌체 라떼
855,압구정역,에스프레소
856,압구정역,자바 칩 프라푸치노
857,압구정역,망고 바나나 블렌디드
858,압구정역,잉글리쉬 브렉퍼스트 티
859,압구정역,허니 얼 그레이 밀크 티
860,선릉세화빌딩,콜드 브루
861,선릉세화빌딩,오늘의 커피
862,선릉세화빌딩,카페 아메리카노
863,선릉세화빌딩,카라멜 마키아또
864,선릉세화빌딩,스타벅스 돌체 라떼
865,선릉세화빌딩,에스프레소
866,선릉세화빌딩,자바 칩 프라푸치노
867,선릉세화빌딩,망고 바나나 블렌디드
868,선릉세화빌딩,잉글리쉬 브렉퍼스트 티
869,선릉세화빌딩,허니 얼 그레이 밀크 티
870,삼성,콜드 브루
871,삼성,오늘의 커피
872,삼성,카페 아메리카노
873,삼성,카라멜 마키아또
874,삼성,스타벅스 돌체 라떼
875,삼성,에스프레소
876,삼성,자바 칩 프라푸치노
877,삼성,망고 바나나 블렌디드
878,삼성,잉글리쉬 브렉퍼스트 티
879,삼성,허니 얼 그레이 밀크 티
880,SSG마켓도곡R,콜드 브루
881,SSG마켓도곡R,오늘의 커피
882,SSG마켓도곡R,카페 아메리카노
883,SSG마켓도곡R,카라멜 마키아또
884,SSG마켓도곡R,스타벅스 돌체 라떼
885,SSG마켓도곡R,에스프레소
886,SSG마켓도곡R,자바 칩 프라푸치노
887,SSG마켓도곡R,망고 바나나 블렌디드
888,SSG마켓도곡R,잉글리쉬 브렉퍼스트 티
889,SSG마켓도곡R,허니 얼 그레이 밀크 티
890,기술센터,콜드 브루
891,기술센터,오늘의 커피
892,기술센터,카페 아메리카노
893,기술센터,카라멜 마키아또
894,기술센터,스타벅스 돌체 라떼
895,기술센터,에스프레소
896,기술센터,자바 칩 프라푸치노
897,기술센터,망고 바나나 블렌디드
898,기술센터,잉글리쉬 브렉퍼스트 티
899,기술센터,허니 얼 그레이 밀크 티
900,대치,콜드 브루
901,대치,오늘의 커피
902,대치,카페 아메리카노
903,대치,카라멜 마키아또
904,대치,스타벅스 돌체 라떼
905,대치,에스프레소
906,대치,자바 칩 프라푸치노
907,대치,망고 바나나 블렌디드
908,대치,잉글리쉬 브렉퍼스트 티
909,대치,허니 얼 그레이 밀크 티
910,학동역,콜드 브루
911,학동역,오늘의 커피
912,학동역,카페 아메리카노
913,학동역,카라멜 마키아또
914,학동역,스타벅스 돌체 라떼
915,학동역,에스프레소
916,학동역,자바 칩 프라푸치노
917,학동역,망고 바나나 블렌디드
918,학동역,잉글리쉬 브렉퍼스트 티
919,학동역,허니 얼 그레이 밀크 티
920,삼성교,콜드 브루
921,삼성교,오늘의 커피
922,삼성교,카페 아메리카노
923,삼성교,카라멜 마키아또
924,삼성교,스타벅스 돌체 라떼
925,삼성교,에스프레소
926,삼성교,자바 칩 프라푸치노
927,삼성교,망고 바나나 블렌디드
928,삼성교,잉글리쉬 브렉퍼스트 티
929,삼성교,허니 얼 그레이 밀크 티
930,삼성도심공항,콜드 브루
931,삼성도심공항,오늘의 커피
932,삼성도심공항,카페 아메리카노
933,삼성도심공항,카라멜 마키아또
934,삼성도심공항,스타벅스 돌체 라떼
935,삼성도심공항,에스프레소
936,삼성도심공항,자바 칩 프라푸치노
937,삼성도심공항,망고 바나나 블렌디드
938,삼성도심공항,잉글리쉬 브렉퍼스트 티
939,삼성도심공항,허니 얼 그레이 밀크 티
940,청담,콜드 브루
941,청담,오늘의 커피
942,청담,카페 아메리카노
943,청담,카라멜 마키아또
944,청담,스타벅스 돌체 라떼
945,청담,에스프레소
946,청담,자바 칩 프라푸치노
947,청담,망고 바나나 블렌디드
948,청담,잉글리쉬 브렉퍼스트 티
949,청담,허니 얼 그레이 밀크 티
950,강남대로,콜드 브루
951,강남대로,오늘의 커피
952,강남대로,카페 아메리카노
953,강남대로,카라멜 마키아또
954,강남대로,스타벅스 돌체 라떼
955,강남대로,에스프레소
956,강남대로,자바 칩 프라푸치노
957,강남대로,망고 바나나 블렌디드
958,강남대로,잉글리쉬 브렉퍼스트 티
959,강남대로,허니 얼 그레이 밀크 티
960,역삼포스코,콜드 브루
961,역삼포스코,오늘의 커피
962,역삼포스코,카페 아메리카노
963,역삼포스코,카라멜 마키아또
964,역삼포스코,스타벅스 돌체 라떼
965,역삼포스코,에스프레소
966,역삼포스코,자바 칩 프라푸치노
967,역삼포스코,망고 바나나 블렌디드
968,역삼포스코,잉글리쉬 브렉퍼스트 티
969,역삼포스코,허니 얼 그레이 밀크 티
970,역삼대로,콜드 브루
971,역삼대로,오늘의 커피
972,역삼대로,카페 아메리카노
973,역삼대로,카라멜 마키아또
974,역삼대로,스타벅스 돌체 라떼
975,역삼대로,에스프레소
976,역삼대로,자바 칩 프라푸치노
977,역삼대로,망고 바나나 블렌디드
978,역삼대로,잉글리쉬 브렉퍼스트 티
979,역삼대로,허니 얼 그레이 밀크 티
980,가로수길,콜드 브루
981,가로수길,오늘의 커피
982,가로수길,카페 아메리카노
983,가로수길,카라멜 마키아또
984,가로수길,스타벅스 돌체 라떼
985,가로수길,에스프레소
986,가로수길,자바 칩 프라푸치노
987,가로수길,망고 바나나 블렌디드
988,가로수길,잉글리쉬 브렉퍼스트 티
989,가로수길,허니 얼 그레이 밀크 티
990,코엑스몰,콜드 브루
991,코엑스몰,오늘의 커피
992,코엑스몰,카페 아메리카노
993,코엑스몰,카라멜 마키아또
994,코엑스몰,스타벅스 돌체 라떼
995,코엑스몰,에스프레소
996,코엑스몰,자바 칩 프라푸치노
997,코엑스몰,망고 바나나 블렌디드
998,코엑스몰,잉글리쉬 브렉퍼스트 티
999,코엑스몰,허니 얼 그레이 밀크 티
1000,역삼초교사거리,콜드 브루
1001,역삼초교사거리,오늘의 커피
1002,역삼초교사거리,카페 아메리카노
1003,역삼초교사거리,카라멜 마키아또
1004,역삼초교사거리,스타벅스 돌체 라떼
1005,역삼초교사거리,에스프레소
1006,역삼초교사거리,자바 칩 프라푸치노
1007,역삼초교사거리,망고 바나나 블렌디드
1008,역삼초교사거리,잉글리쉬 브렉퍼스트 티
1009,역삼초교사거리,허니 얼 그레이 밀크 티
1010,한티역,콜드 브루
1011,한티역,오늘의 커피
1012,한티역,카페 아메리카노
1013,한티역,카라멜 마키아또
1014,한티역,스타벅스 돌체 라떼
1015,한티역,에스프레소
1016,한티역,자바 칩 프라푸치노
1017,한티역,망고 바나나 블렌디드
1018,한티역,잉글리쉬 브렉퍼스트 티
1019,한티역,허니 얼 그레이 밀크 티
1020,청담사거리,콜드 브루
1021,청담사거리,오늘의 커피
1022,청담사거리,카페 아메리카노
1023,청담사거리,카라멜 마키아또
1024,청담사거리,스타벅스 돌체 라떼
1025,청담사거리,에스프레소
1026,청담사거리,자바 칩 프라푸치노
1027,청담사거리,망고 바나나 블렌디드
1028,청담사거리,잉글리쉬 브렉퍼스트 티
1029,청담사거리,허니 얼 그레이 밀크 티
1030,서울세관사거리,콜드 브루
1031,서울세관사거리,오늘의 커피
1032,서울세관사거리,카페 아메리카노
1033,서울세관사거리,카라멜 마키아또
1034,서울세관사거리,스타벅스 돌체 라떼
1035,서울세관사거리,에스프레소
1036,서울세관사거리,자바 칩 프라푸치노
1037,서울세관사거리,망고 바나나 블렌디드
1038,서울세관사거리,잉글리쉬 브렉퍼스트 티
1039,서울세관사거리,허니 얼 그레이 밀크 티
1040,도곡역,콜드 브루
1041,도곡역,오늘의 커피
1042,도곡역,카페 아메리카노
1043,도곡역,카라멜 마키아또
1044,도곡역,스타벅스 돌체 라떼
1045,도곡역,에스프레소
1046,도곡역,자바 칩 프라푸치노
1047,도곡역,망고 바나나 블렌디드
1048,도곡역,잉글리쉬 브렉퍼스트 티
1049,도곡역,허니 얼 그레이 밀크 티
1050,신사역,콜드 브루
1051,신사역,오늘의 커피
1052,신사역,카페 아메리카노
1053,신사역,카라멜 마키아또
1054,신사역,스타벅스 돌체 라떼
1055,신사역,에스프레소
1056,신사역,자바 칩 프라푸치노
1057,신사역,망고 바나나 블렌디드
1058,신사역,잉글리쉬 브렉퍼스트 티
1059,신사역,허니 얼 그레이 밀크 티
1060,을지병원사거리,콜드 브루
1061,을지병원사거리,오늘의 커피
1062,을지병원사거리,카페 아메리카노
1063,을지병원사거리,카라멜 마키아또
1064,을지병원사거리,스타벅스 돌체 라떼
1065,을지병원사거리,에스프레소
1066,을지병원사거리,자바 칩 프라푸치노
1067,을지병원사거리,망고 바나나 블렌디드
1068,을지병원사거리,잉글리쉬 브렉퍼스트 티
1069,을지병원사거리,허니 얼 그레이 밀크 티
1070,포스코사거리,콜드 브루
1071,포스코사거리,오늘의 커피
1072,포스코사거리,카페 아메리카노
